forecast_date,target_end_date,location,target,quantile,value,type
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.01,-3.4145352284340142,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.025,-2.0398234094552548,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.05,-0.9557140937242007,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.1,0.48578547260486893,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.15,1.3522527442207999,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.2,2.06772857994386,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.25,2.7090137033135946,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.3,3.2520740895802325,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.35,3.7425221005285443,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.4,4.253862868236468,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.45,4.691334787684013,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.5,5.133613732831921,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.55,5.592452138513038,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.6,6.043466709851222,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.65,6.531809129226121,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.7,7.0582679438473335,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.75,7.634267737682899,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.8,8.24921456681508,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.85,8.979849291681736,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.9,9.828771323280412,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.95,11.311340333912145,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.975,12.590272627660125,quantile
2022-03-14,2022-03-19,09,1 wk ahead inc flu hosp,0.99,13.896629155277488,quantile
2022-03-14,2022-03-19,23,1 wk ahead inc flu hosp,0.01,-4.297407007761904,quantile
2022-03-14,2022-03-19,23,1 wk ahead inc flu hosp,0.025,-3.580549766571562,quantile
2022-03-14,2022-03-19,23,1 wk ahead inc flu hosp,0.05,-3.065076975203998,quantile
